,tokens,tone
395,휴닝 카이 생일 기념 드림 이벵 관부 추첨 레이서 카이 홀로그램 포카 스티커 보내 드립니다 카이 늦은 카이,NaN
396,일러스트 제작비 썼는지 퀄리티 좋지 않습니다 주인공 살리려고 같은데 그냥 찰흙 참기름 발라놓은 느낌 모션 어색하고 같은 동작 우려 먹고 다행 파트 비중,-1.0
397,친환경 마루 힐링 경성대 맛집 마산 코로나 일직동 세차 베이컨 포테이토 피자 고트 델리 피자 부안 지도 월성동 무안 알뜰 매장 통영 덕분 유아 썸머 소통 그램 광교 마카 횡성 치킨 미기 정떡 창룡문 열기구 옴브레 나유 썸띵,1.0
398,여름 추첨 팔로워 엽서 보내 드릴게요 배송비 부담 가능하신 분만 참여 부탁드릴게요 도겸 호시 세븐,-1.0
399,게임 이건 사실 없다고 봐도 무방 합니다 추리 잠입 표방 하지만 추리 사실 상의 기억 테스트 잠입 잠입 아님 어떤 잠입 게임 주인공 닥돌하 않습니다 흔한 경비,NaN
400,츄츄 츄츄 덕분,NaN
401,어제 오늘 폭우 혼자 고양이 강아지 수십 마리 보호 하시는 할머니 견사 잠길 위기 봐요 옮겨야하는데 할머니 편찮으셔서 일손 고용 해야 한다고 합니다 여유 되시는 후원 봉사 관심,0.0
402,쿠로 생일 카페 등신대 공개 합니다 일러스트 협력 주신 추가 협력 감사 말씀드립니다,1.0
403,프로 통해 귀한 마음 후원 전달 해주신 이름 모를 트친 다시 한번 정말 감사 드립니다 어찌 됐든 감사 인사 전하 싶은데 이름 밝히시니 방법 없네요 보고 계시 내겠습니다,1.0
404,남동구 의회 정책 소통 간담 개최,-1.0
405,윈터 베어 축하 일간스포츠 하드 사진 일간 감사 드립니다 태형 방탄소년단,1.0
406,진짜 살다 살다 재난 상황 어떻게 복구 다음 재난 어떻게 대비 할지 대한 뉴스 아니라 재난 상황 대처 하느라 대통령 넘어 퇴근 했다 뉴스 야하는,-1.0
407,동두천 먹자 골목 자지 개척 교회 신상 입고 교회 꽃장식 공원 부산 할리데이비슨 지금 우리 학교 국내 여행 챔피온 스포츠 양산 무용 학원 주짓수 하는 여자 개월 아기 올리고싶지만 거울 창경궁 스냅 프리지아 망원동 맛집 운암 동안,1.0
408,하면 같음 그래요 다행 다른 멋있어요 하고 장난 크게 분위기 달라질 같지는 않음 그냥 지나가는 해프닝 정도 마음 먹었던 일이 그냥 잡고 먹고 가서 할지나 이야기 하겠지,NaN
409,쌍방울 그룹 이재명 측근 변호사 있던 이유 이재명 자금 관리 쌍방울 그룹 자금세탁 집행 자금 원천 화천 대유 천화 동인 아이 지역 상품권 성남 협찬 우회 지원,NaN
410,빛나는 에피파니 소중한 주년 하진 했지만 주년 해서 정말 다행 방탄소년단,1.0
411,뽀야 생일 축하 생일 카페 다녀왔습니다 준비 해주신 모든 고생 많으셨고 감사합니다 덕분 예쁜 굿즈들 얻어 갑니다 솨생카 로어 오솨 솨생카 서울 도쿄 오사카,1.0
412,세상 자랑 할게 없어서 수해 복구 예산 자랑 역시 가로등 정비 예산 보도 블럭 정비 예산 국방 쓸데없다고 그거 기본소득 하자던 이재명 지지자,-1.0
413,이벤트 슬로건 거대한 사람 넘어요 보고 그거 아세요 넘었어요 사람 덕분 하는 어떻게 사랑 하니,1.0
414,대통령 중대 업적 안보 정책 회복 대북 굴종 관계 척결 반미 정책 철폐 망국 원전 정책 철폐 한미 군사훈련 복원 민정수 폐지 유럽 대의 무기 청와대 공원 공무원 개혁,1.0
415,여기 와서 커버 순서 와서 다행 건지 계현 베리 베리,NaN
416,화순군 농업 에너지 이용 효율 지원 사업 추가 신청 접수,NaN
417,생일 이벵 팔로우 해주면 휴닝이 아름다운 생일 이벵 당연히 휴닝 생일 휴닝이 생일 타팬 알리기 위해 모아만 참여 타팬 참여,1.0
418,비잔티움 제국 다행 니케 로스 포카스 요안네스 치미스케스 탁월한 무장 동시 뛰어난 정치가 였다 불가리아 격파 로마제국 황녀 테오파노 시집 보내 서방 갈등 최소 화하려 노력 했다,0.3333333333333333
419,오빠 덕분 다양한 해보는 같아요,NaN
420,견뎌내줘서 고맙다 덕분,1.0
421,간단히 설명 해드려요 저쪽 생각 무전 치셔서 좀비 당했습니다 덕분 감사하네요,NaN
422,지민 사랑 오늘 우리 지민 덕분 치열하고 행복했어 나잇,1.0
423,안녕하세요 새벽 시간 푸슝 자주 터지는 같아요 아마 전이 되면 복구 같아요 정상 열리면 질문 남겨주세요,1.0
424,용산 차품집 아주 파라다이스 같았던 푸릇푸릇 공간 옵티황 감성 묻어나던 카페 공간 덕분 마스크 뚫고 광대 솟아오르는거 참았습니다 다만 럭드 모르고 럭드광인,NaN
425,축제 판매 되었던 투명 하바 리움 일러스트 지원 드렸던 그림,NaN
426,팬아트 인원 많이는 처음 그려서 조금 부족할수도 있습니다 재밌는 영상 감사 드립니다 헤헤 동부,1.0
427,보시 인별 좋아요 댓글 주심 정말 정말 감사 드립니다,1.0
428,광주 북구 선물 무려 체인지 키트 일식 브이넥 원숭이 띠맘 칠곡군 전문 가맹 좋아요 반사 작은방 그램 발효 번방 짹짹 합격 찢어진 가죽 복원 사천 맛집 허전하네 디올 슬리퍼 고양이 공기 정화 식물 추천 초보 집사 미라,0.0
429,은행권 중기 소상 공인 금융 지원 경제위기 극복 합심,NaN
430,좆망 나쟤민 마인 찍은 사진 덕분 갑자기 했다면,NaN
431,우리 아미 세계 최강 파워 봉봉 우리 편이 다행 입니다,NaN
432,안남 써여 조금 해봐여 우리 이불 우리 편이 다행,NaN
433,장관 경선 참전 지지율 나눠 먹기 결선 목표 였던것으로 보였던 개는 추미애 할수있다 구호 적극 지지 하지만 이재명 대세 중간 장관 팽시키 태도 돌변 작자 애초 낙엽 쓰레기 였어,0.0
434,넘어서 같은데 시간 일찍 깨워줘서 고맙다 모기 덕분 새벽 기도 마시고 좋네 대신 세상 내줬는데 불만 없지,0.0
435,시민단체 이런 일도 했구만 시민단체 원금 끊어야 시발,NaN
436,수원지검 형사 부가 수사 하도 하셔서 덕분 변호 사비 대납 수사 담당 하는 공공 사부 일복 터져 형사 뭉개 흘리던 수사 추가 하느라 휴가 반납 시간 근무 하고있다고 명운,NaN
437,엠카운트다운 사전 녹화 생방송 참여 명단 안내 키노 자세한 내용 펜타곤 게시판 확인 시기 바랍니다,NaN
438,일단 역대 대통령 청와대 숙식 해서 출퇴근 개념 아예 없었다는 사실 가려야 국가 지원 받는 뉴스 통신사 아닌가 싶고,NaN
439,만나서 다행,NaN
440,오늘 아침 뉴스 보는데 날씨 캐스터 이제 호우 남부 지방 내려갈 예정 다행 입니다 빡쳤어요 서울 물난리 아래 내려오는게 다행,NaN
441,터칭 더보 이드 커튼 오늘 빛났던 우리 배우 모든 배우 들의 열연 나도 모르게 몰입 모든 배우 덕분 행복했어요 선호 연극 터칭 더보 이드 후기 부드러운 여름날 터칭 더보 이드,1.0
442,키캡 전주 옷가게 참여 스폰,NaN
443,이벤 팔로워 한정 알티 추첨 흉상 그려 드립니다 항상 커미션 신청 해주시는 정말 감사 드립니다 추첨 월안 여유롭게 뽑을게요,1.0
444,강원도 산불 전국 소방차 분란 장관 이루며 출동 배경 정부 전국 소방 네트워크 통일 시키고 권한 소방청장 주고 격상 시켜 덕분 였음 코로나 해외 교민 긴급 수송 국가 나를 지켜,-1.0
445,푸러 한정 이벤트 아주 늦은 이벵 세트 보내 드릴거에요 인형 담요 있더라구요 국내 주소지 있어야 합니다 참여,1.0
446,아기 찾았 대요 다행,NaN
447,맞아 줬더라면 거기 였던 겠지 아니라서 다행,NaN
448,브로 확정 경쟁,NaN
449,서로 소홀했는데 덕분 소식 듣게 하상욱 단편 시집 애니팡,NaN
450,의정부 반려견 교육 남원 여대생 오픈 행사 접시 개업 화분 마사지 치즈 라면 서귀포 재생 관리 보문산 장흥군 사회자 원주 마카롱 집밥 메뉴 응원 감사 드려요 이태원 메이드 제주도 스냅 웃기 파주 축제 하는,1.0
451,저항 실험 방법 하나 스타킹 잘라 가루 넣고 자원 감아 실제 숙주 상호작용 살충 효과 얼마나 되는지 보는 여기 미군 아닌 한국,NaN
452,엘소드 신규 레이드 업데이트 심연 지배자 등장 문명 흔적 잠든 심연 근원 마주 심연 최대 분만 접속 해도 회수 지급 레이드 드랍률 회수 사용 횟수 증가,NaN
453,갓세븐 박진영 호우 피해 복구 성금 천만원 기부 공식 입장 출처 뉴스 네이버 연예 박진영 진영,-1.0
454,오늘 울려 퍼지는 티니 응원 에이 티니 덕분 매일 행복하게 무대 완료 에이,NaN
455,감사,1.0
456,업데이트 알림 달빛 하울링 화가 업데이트 됐습니다 오늘 정식 사이트 봐주시는 모든 독자 들께 감사 드려요 달빛 하울링 나래 리나,0.0
457,오덕 상점 히든 스테이지 골든 일드 신곡 세상 리하 돌아왔습니다 그리고 주간 사랑 하는 수저 금동 들도 돌아왔지 주간 친필 사인 기념품 이벤트,1.0
458,우리 호비 덕분 한주 행복했다 고마워 내사 럽겜,NaN
459,싯구 리버시 다행 훌쩍 가오 상처 좋아요 동생 알고있으련 지요,-1.0
460,김뉴 아바타 연결 되어 다양한 미션 통해 도시 재건 디지털 가상 세계 확장 하는 사용자 참여 메타 버스 플랫폼,NaN
461,덕분 계정 주행 존나 웃기,NaN
462,추첨 이벤트 추첨 문상 문화 상품권 카페 홍보 해주신 문화 상품권 드립니다 행사 기간 입니다 마감 당일 추첨 예정 팔로우 금지 알티,1.0
463,민주 당원 이재명 대한 강력한 불신임 넘는 당원 투표 거부 하고 있다 매우 심각한 상황 민주당 경선 끝난 다해 유증 계속 이어진다면 차기 총선 민주당 완패 보듯 뻔한 일이 친문,-1.0
464,진짜 뜬금 일수 있는데 오늘 서울 페스 구역 이셨던 스테이 친해지고 싶은데 급하게 일행 따라 나가느라 아무 얘길 해서 찾고 싶습니다 별거 아니지만 알티 해주시면 무한,-1.0
465,동안 찾아주신 황도 감사 드립니다 덕분 무사히 마무리 되었어요 오랜 진행 하는 이벤트 아쉬운 점도 많고 혐생때문 카페 가있지도 해서 로서 아쉬움 남은거 같아요 후기,0.5
466,다행 아이스 초코 좋아함,1.0
467,당신 초롱초롱 웃는다 일정 황제 폐하 따라서 움직 이번 화합 끝나면 여유 조금 있을지도 모르는데 일정 볼까 후후,1.0
468,눈물 젖은 덕분 혜택 받아서 미묘한,0.0
469,나도 부상 입은 최대한 정보 지원 하겠다 위험한 역할 맡기게 되어 미안하지만 부탁 한다,-1.0
470,사진 오늘 현재 코로나 일일 진자 현황 폭우 피해 가려져서 보이는 윤씨 정권 과학 방역 결과 나라 더군다나 차이 현격 진자,-1.0
471,공기 빠지는 소리 뚜껑 요동칠 즉시 대피 맨홀 하수 분수 나올 구경 하지 도심 폭우 맨홀 흉기 됩니다 맨홀 뚜껑 솟구칠 징조 기억 하세요,NaN
472,코리아 뉴스 레이 굉장히 인상 폭우 대해 기사 발행 했는데 원인 대책 피해 보상 디테일 정말 필요한 정보 내보내고 있음 국내 여타 쓰레기 언론 자극 뉴스 뽑고 있을,-1.0
473,폭우 골목 쓰레기 수거 되었고 우편물 택배 왔고 지하철 역사 청소 되었다 익명 노동 새벽 전화 돌렸다는 통곡 반지하 노란 점퍼 입고 홍보 사진 찍었다 약자,NaN
474,폭우 진짜 미끄러지면서 무대 해가지고 그래도 눈물 펑펑 쏟고있는데 녹방 온에어 나가는 마지막 거임 어차피 방송 카메라 봐도 되니까,-1.0
475,최근 폭우 피해 상황 파악 난항 겪고 있는 이유 여러 아파트 집값 떨어진다고 침수 피해 숨기 있다고,-1.0
476,폭우 혼돈,NaN
477,폭우 반지하 주택 없애면 폭설 옥탑방 없애면 되겠네 세상 편하게 산다,1.0
478,어제 폭우 톰보이 빌런 등장,NaN
479,알티 부탁드립니다 생후 추정 새끼 고양이 입니다 이틀 폭우 이후 구조 했고 구조 당시 딱지 다리 절뚝거린채 도로 주변 나와 있었습니다 어미 나타나지 않는 확인 하였고 동물병원 데려,NaN
480,대통령실 헬기 타고 이동 있었다는 야당 언론 문제 제기 주민 깰까봐 나갔다고 해명 했습니다 기록 폭우 힘들어하는 국민 위해 대통령 출발 하는데 시끄럽다고 불평 주민 없었을 믿습니다,-1.0
481,서울 페스 런쥔 폭우 각도 별로 흔들어주고 폴더 인사 날려주는 야웅 천사,1.0
482,전임 문재인 대통령 반도 폭우 사태 당시 휴가 반납 하고 호우 피해 마무리 청와대 아닌 정부 종합 청사 근무 했던 대비 되는 또한 아크 비스타 서초구 지대 위치,-1.0
483,이런 사진 받았어요 현재 청주 폭우 아래 내려가고 있나 봐요 무서워요 도로 침수 하고 나서 오는 운전 무서워졌어요,NaN
484,덕질 아닌 얘기 죄송한데 공익트 우리 동네 폭우 흙탕물 침수 도로 맨홀 뚜껑 열려서 바닥 사람 하나 헛디뎌 빨려 들어가고 블록 떨어진 시체 발견 있음 절대로 침수 돼서 바닥 안보,NaN
485,지인 대화 이번 폭우 부자 고급 잃었지만 빈자 목숨 잃었다 빈자 모든 빼앗아 가는것이 재해 같다 멍해지는 마디 자신 생각 봤다,0.0
486,날라가 코미디빅리그 징맨 폭우 충격 피해 수준,-1.0
487,컨트롤 타워 대통령실 폭우 대처 우왕좌왕 대통령 불편 겪은 국민 죄송한 마음 취임 사과 대통령실 사과 아니다 밝힌 직후 사과 수정,-1.0
488,폭우 맨홀 뚜껑 열려 휩쓸려 남매 실종,NaN
489,청주 폭우 나무 쓰러지는 피해 속출 진천 충북 호우경보 뉴스,-1.0
490,폭우 취약 반지하 주택 서울 사라진다 건축 전면 불허 종합 출처 연합뉴스 네이버 뉴스,NaN
491,지금 충청권 폭우 심한가 본데 조용하네 피해 별로 없어야하는데,-1.0
492,디자인 서울 지붕 없는 지하철역 폭우 피해 키운다 서울 디자인 답시고 지하철역 두껑 걷어 사람 오세훈 시장 폭우 문제 겨울 계단 오르다 눈길 미끄러져 병원 실려,-1.0
493,공기 빠지는 소리 뚜껑 요동칠 즉시 대피 맨홀 하수 분수 나올 구경 하지 도심 폭우 맨홀 흉기 됩니다 맨홀 뚜껑 솟구칠 징조 기억 하세요,NaN
494,폭우 혼돈,NaN
495,청주 폭우 무심천 홍수 주의보 집중 호우 충청권 타격 종합 다음 뉴스,NaN
496,속보 국민 폭우 불편 죄송 대통령실 사과 의미 부여 이건 윤석열 대통령 대통령실 도대체 지금 하시는지,-1.0
497,야구장 없다 역대 폭우 다음 되니 다음 스포츠,-1.0
498,현장 노동자 모두 열차 운행 생각 했을 당연히 해야 하는 생각 했죠 사람 쏟아지는 폭우 뚫고 출근 하는데 무섭더라고요,NaN
499,오세훈 바보 이번 폭우 대처 했으면 대선 주자 입지 공고 해지고 예전 이돈 오명 씻었을텐데 개선 없는 행정 각인 되었다 당신 딱히 할거라 기대하진 않았어 다만 피해 시민,-0.5
500,예상 내년 수능 이번 서울 강남 폭우 피해 문제 나옵니다 한국 지리 가족 올림,-1.0
501,폭우 취약 반지하 주택 서울 사라진다 건축 전면 불허,NaN
502,문재인 정부 라면 강남 침수 되었나 누가 책임질꺼야 대통령 시간 있었나 튀겨가며 저주 했을 야당 언론 기레기 지금 한반도 이런 백년 폭우 현상 발생 했는가만 취재,-1.0
503,현재 폭우 사태 대응 하는 거대 정치인 민주당 국민 정원 청장 박강수 구청,NaN
504,기도 한다 스스로 사퇴 하는 멋짐을 보여주기를 꿔다 보릿 자루 이번 폭우 내려가지 않았네,NaN
505,반지하 사는 가족 폭우 대피 안내 방송 없었다 출처 한국 일보 네이버 뉴스,NaN
506,전임 시장 폭우 있었지만 비싼 외제차 침수 정도 강남 잠기 않았거든요 시민 하나 빗물 배출 구의 쓰레기 치우는 물이 빠르게 빠질 정도 였다면 쓰레기 치운 시장 책임,-1.0
507,강력한 태풍 폭우 연중 차례 닥치는 홍콩 태풍 단계 폭우 단계 나눠 경보 떨어지면 공사 모두 일이 명확하다 태풍 이상 이면 모든 업무 학습 중단 되고 즉시 귀가 이상 이면 실외,NaN
508,속보 대통령실 폭우 대응 사과 사과 생각 안해 이투데이,NaN
509,현장 가서 사진 찍고 빈소 조화 하나 보내지 않은 윤석열 대통령 진심 무엇 관악구 폭우 희생 희생 모신 빈소 다녀왔습니다 사람 영정 놓인 빈소 참담한 마음,-0.3333333333333333
510,현장 노동자 모두 열차 운행 생각 했을 당연히 해야 하는 생각 했죠 사람 쏟아지는 폭우 뚫고 출근 하는데 무섭더라고요,NaN
511,강남 부촌 있는 아닙니다 구룡 마을 해도 이번 폭우 재민 넘게 발생 했지요 지역 한정 재난 공평하겠 하지만 같은 지역 부촌 빈촌 있고 재난 공평 하게 닥치,-1.0
512,단독 위너 김진우 폭우 피해 복구 위해 만원 기부 위너 김진우 출처 네이버 연예,-1.0
513,지난 폭우 열린 맨홀 남매 맨홀 빠졌다 신고 접수 신고 시간 떨어진 하수도 동생 숨진 발견 친누나 실종 상태 반포천 일대 수색 범위 넓혀,NaN
514,서울 관악구 신림동 반지하 살며 발달장애 가진 언니 어머니 부양 폭우 익사 여성 백화점 면세점 하청 업체 노조 간부 였던 확인 됐다,NaN
515,문재인 정부 심혈 기울여 구축 놨던 청와대 실시간 전국 재난 상황 파악 가능했던 중앙 재난 안전 대책 본부 윤석열 청와대 창경원 만들면서 세종시 쫒아내 어제 같은 폭우 재난 신속 대응 하는 쓸모 만들,-0.5
516,폭우 고생 하는데 역겹지 않니,NaN
517,이민혁 폭우 레전드 자극 하루 얻습니다,NaN
518,폭우 쏟아져 강남역 일대 물바다 시간 사이 실종 되었는데 뚜껑 폭발 열린 한강 이어진 맨홀 사라졌고 폭포 물이 밀려 들어가는 지하 주차장 빨려 들어가 실종 되었다고,NaN
519,꾸리 꾸리 폭우 날씨 함께한 서울 페스 런쥔,NaN
520,이번 폭우 사망 노동자 주민 장애인 명복 빈다 재난 불평등하다,-1.0
521,폭우 심각하네,NaN
522,폭우 피해 와중 박찬 잼있다 다음 뉴스,-1.0
523,단독 위너 김진우 폭우 피해 복구 위해 만원 기부 출처,-1.0
524,폭우 외출 위험해 지금 있는게 안전해 이불 숨어서 덜덜,NaN
525,이상 팔리면 추첨 정리 합니다 캐럿 우물 팠네요 지금 폭우 나갈 없어 거래 보내는데 시간 걸린다는 양해 부탁드려요 세븐 양도 우치,-1.0
526,아침 바리 왕자 오후 우월 저녁 폭우 피해 성금 기부 하며 우는 진영,-1.0
527,컨트롤 타워 대통령실 폭우 대처 우왕좌왕 다음 뉴스 댓글 설치는 일베 쓰레기 하고 있다 발광 막산 악귀 새끼 대한 수사 기소 폭제,NaN
528,이틀 기록 폭우 수도권 마비 사망 실종,-1.0
529,예정 되어 있던 폭우 오는게 아니라 나현 눈물샘 않았나 크라이프 부르는 이른 기분 알까 가챪 인생 가챪인,NaN
530,정체전선 남하 폭우 불어 청주 무심천 범람 우려,NaN
531,대전 침수 대전 새벽 천둥 번개 동반 강한 중구 화동 시간 폭우,NaN
532,열구 궁지 몰린 윤석열 폭우 드립 왔는데 빨간아,NaN
533,시계 폭우 하구 적고 있는데 자꾸 가는거 같은 그런 기분 들어여,NaN
534,서울 페스 런쥔 폭우 버퍼링 댄브 하늘 떨어지는거 아냐 런프들 눈물,-1.0
535,주차장 침수 꺼내놨더니 위반 딱지 상식 폭우 서울 자치구 정차 단속 단속 재난대응 쏟기도 벅찬데,NaN
536,폭우 때문 배송 걱정 하셨을텐데 다행 뽀송뽀송하게 도착 했답니다 포장 은은하니 대감 상승 책표지 영롱한 빛깔 심쿵하고 깔끔하게 정리 내용 감동 소중히 직할,0.5
537,아니 시민 하냐고 얼마나 답답한 상황 이면 시민 달려와서 하는지 이상 집중 폭우 인한 피해 적었으면 좋겠다,-1.0
538,차량 빼고 험담 입니다 태풍 인해 한번 침수 폭우 피해 경험 목격 했어요 그리고 전자기기 침수 되었다면 최대한 있을 만큼 물기 털어내고 지퍼 가득 담아서 넣어 두세요,-1.0
539,매미 폭우 와중 빗발 줄어드는 찰나 발생 하면 다해 교미 상대 찾아 울어 댄다,NaN
540,새벽 보고 받고 지침 내려 폭우 피해 양산 갔던 문재인 대조 처럼 지랄 반지하 아니고 아파트 침수 됐었데,-1.0
541,기후 재난 불평등 보여주는 해수면 상승 생존 위협 몰디브 수중 각료 회의 사진 서구 자본주의 채굴 탄소 배출 경제 재난 세계 인구 전가 되었다 폭염 폭우 토양 해양 오염 가해자 피해자,-1.0
542,폭우 참사,NaN
543,시간 강남역 폭우 실험 불과 뚜껑 튀어 올라 사람 차량 밟고 있어도 튕겨나 흐름 살피 건물 붙어 이동 집중호우 맨홀 뚜껑 하늘 튀어 올랐다,NaN
544,새끼고양이 임보 입양 가능하 신분 찾고 있습니다 장소 서울 서대문구 은평구 입니다 이틀 폭우 이후 생명 위태 아이 구조 했는데 가족 급하게 구조해 금전 환경 여건 충분하지,-1.0
545,이종락 화백 많은 쫄보 퇴근길 아파트 침수 장면 목격 하고 차지 않는 언덕 초고 전화 폭우 상황 점검 하는 나라 나라,NaN
546,아미 조심해요 방탄소년단 지민 미국 해온 사랑 폭우 피해 염려 날씨 요정 방탄소년단 지민 지민,0.0
547,그것 싶다 지난 폭우 강남 일대 피해 보신 연락 기다립니다 카카오 플러스 친구 그것 알고싶다,-1.0
548,소름 끼쳤다 어제 트위터 소식 쏟아지고 있었는데 강원도 폭우 오고 있다는 소식 전혀 보지 있다가 방금 트윗 하나 보고 겨우 알았다 여태 전부 서울 인천 얘기 였음 서울 거의 단위,-1.0
549,표지판 정확 모르겠는데 폭우 였을 근처 생긴 도로 잠겼었거든요 도로 저지 대고 내리막 이어지는 도로 다행히도 저희,NaN
550,오늘 날씨 장마전선 영향 충청 전북 최대 많은 서울 경기 폭우 언제,NaN
551,헤어진지 폭우 쏟아지는 여주 맞고 있는 아닌지 감기 걸린 아닌지 계속 생각 중임 그때 울리는 전화 무시 했는데 울려서 확인 해보면,-1.0
552,폭우 피해 입지 미리 미리 하천 하수 점검 더운데 국민 시원하라고 전기요금 올리고 문재인 정부 소소한 그런데 관련 중요 신경 써주고 그랬다,-1.0
553,강남역 미쳤다 서울 폭우 와서 천둥 번개 심하니까 건물 번쩍 거리 한번 꺼짐 나머지 건물 정전 되면 깜깜 할텐데 가세 기적 거릴 수록 손해,-1.0
554,폭우 물이 필요한 그것 잔뜩 필요한 빠른 입금 내려 꽂아 주면 좋겠어,NaN
555,이재명 판하 않고 송영길 서울 출마 하지 않았더라면 서울시 청장 참패 했을 폭우 대처 하는 자세 더욱 이재명 송영길 용서,NaN
556,강승규 수석 온다고 대통령 퇴근 강승규 윤석열 대통령 전화 지휘 폭우 피해 이경태 기자,-1.0
557,멀리 제주 혜화 응원 해주시는 책방 자국 인스타그램 계정 반가운 사진 발견 폭우 폭우 전후 하여 일어나는 여러 마음 꺼질 같은 오후 이겨 있게 해주셨다,1.0
558,아니 시민 하냐고 얼마나 답답한 상황 이면 시민 달려와서 하는지 이상 집중 폭우 인한 피해 적었으면 좋겠다,-1.0
559,편집 고양이 혼자 폭우 떨고 있어서 구조 고양이 한다,NaN
560,대문 막내 흠뻑 젖은 강아지 목줄 잡고 있었고 우리 집은 당시 작은 골목 있었는데 건너편 지대 높고 우리 집은 꺼진 지대 커다란 멘홀 있었는데 엄청난 폭우 견디,1.0
561,이번 폭우 윤석열 보인 추태 사실 박근혜 정사 초유 수식어 붙진 박근혜 시간 처럼 재난 상황 대통령 관저 뭉개 상황 악화 됐단 동일 뭉갠 이유 다르긴 박근혜,-1.0
562,하루 수십 터진다 폭우 문제 아니다,NaN
563,충청권 대전 충북 충남 세종 집중호우 자연재해 상황 입니다 청주 무심천 수위 급격하게 높아지고 있네요 대전광역시 괴산 도교 청주 흥덕 홍수 경보 주의보 내려졌습니다 대전 갑천 진잠,NaN
564,폭우 물이 불어 날때 상처 맨발 걷다가 봉와직염 걸렸어요 감염 되서 여러분 맨발 샌들 상처 있다면 거즈 소독약 구비 두세요 더러운 닿으면 바로 독해 야합니다 그럼,-1.0
565,리블렛 인스타그램 오픈 지원 레미 채린 메이,NaN
566,얼마 엄마 빌라 마당 낯선 성인 남자 있는 고양이 우산 때리는 발견 해서 우리 키우는 고양 때리냐고 소리치자 남자 도망갔다고 한다 엄마 빌라 구조 특이해서 주민 아닌데 외부,-1.0
567,무리해서 건너 찾아봤는데 여기 막히면 완전히 고립 되는 마을 구조,NaN
568,하성 하성 하는 블랭크톡 성운 하고 싶은 다양한 이야기 보내주세요 성운 하늘 이야기 읽고 직접 해드려요 참여 기간 참여 링크,NaN
569,솔직하게 이야기 하면 어른 어른 대화 진행 되었어야 했다는 생각 든다 구조 임보 입양 관련 해서 경험 많고 아는 많으면 귀찮고 지긋지긋해도 사람 마음 보편 어떻게 흐르는지,-1.0
570,인별 배우 박진영 집중호우 발생 재민 수해 복구 성금 천만원 기탁 박진영 진영,NaN
571,카페 만년 어워즈 라인업 공개 카페 활자 투디 돌이 출격 하는 어워즈 시작 합니다 일간 참여 보면 최대 캐시 뽑기,NaN
572,첫사랑 엠카운트다운 공개방송 참여 명단 안내 첫사랑,NaN
573,윤가 편히 비판 있어서 얼마나 다행 이재명 이었어 팩트 까도 대리 고발장 날아옴,0.0
574,착용 신분 있었군요 좋다니 다행 임니다,NaN
575,조지 덕분 엄두 났던 화양연화 이제 한번 들여 예정 나도 이제 화연 돌이 이따 오빠 나도 만들어 봐서 아는데 제작 포장 배송 어마어마한거,NaN
576,지원 허지원 리블렛,NaN
577,트윗 봐서 다행 조직 절단 됐을 애꿎 조직 제거 부드럽게만 뻔했네,NaN
578,중요 음슴 대해 아시나요 설문 조사 참여 주세요 설문 소요 되며 결과 학술지 논문 고용 이용 되오니 많은 참여 부탁드립니다 추첨 통해 편의점 금액 드려요,NaN
579,단독 산사태 권위자 백현동 옹벽 아파트 안전성 검토 해야 출처 중앙 일보 네이버,NaN
580,만원 만원 정도 받고 집안일 하면 조금 받는 구조 그냥 거렁뱅 잡채,NaN
581,엠카운트다운 생방송 참여 명단 안내 에이,NaN
582,참여 안내 더보이즈,NaN
583,단순히 시가 우지 데리 나갔네 호우 보다 쉬는 좋고 하러 이긴 하지만 그때 그때 누릴 있는 누리 좋은 사람 좋은 시간 보낼 있다는 시가 우지,1.0
584,보자의 마음 전달 부탁 드리는 가장 좋았을 그런데 하지 않았을까 구조 많은 사람 대체로 되지 않는 이유 관해 추정 없다 그리,-1.0
585,심지어 라가 엄마 하임 무사하십니까 레이디 아유 라우스,NaN
586,생일 행복하다 생각 예전 공연장 축하 받을 이후 생각 해봤던 같아요 이번 축하 받고 여러분 만나고 가족 만나니 어느 행복합니다 다시 한번 감사 드리고 감사합니다,1.0
587,단독 인성 다정한 강태오 수해 재민 위해 만원 기부 강태오 희망 브리지 전국 재해 구호 협회 통해 부금 전달 했다 강태오 기부 금은 이번,1.0
588,내과 가서 왔어요 덕분 얼른 나을 같네요 금방 건강해져서 올게요,NaN
589,잔해 에메트셀크 휘틀 우스 전이 미스 육체 구성 아젬 데려오고 네스 거기 고정 시켰다 생각 있는데 그렇다면 전이 조갈 형태 구현 하지,NaN
590,다행 이긴하다 없었으면 주변 고였을거 아녀,NaN
591,남자 덕분 하루 버텨요 현재 이재현 더보이즈,NaN
592,뮤직뱅크 사전 녹화 생방송 참여 안내 에이,NaN
593,진짜 한숨 푹쉬먄 아니 일요일 월요일 일상 했는데 찾아보니 대체공휴일 다행 싶었어요,-1.0
594,감사 드립니다만 그런 조치 부탁드리려 모신 아닙니다,1.0
595,피해자 용기 기억 하라 일본군 위안부 림일 맞이 집회 세계 연대 집회 수요시위 독일 미국 세계 곳곳 연대 발언 수요시위 참여자 우리 지금 강하게 역사 진실 마주 피해,0.5
596,이브 덕분 귀중한 자료 닿았습니다 감사합니다,1.0
